score,Insu R1,Insu R2,Insu R3,SC Tap1,SC Tap2,SC Tap3,R12.1,R12.2,R12.3,R12.4,R12.5,R12.6,R12.7,R12.8,R12.9,R12.10,R12.11,R12.12,R12.13,R12.14,R12.15,R12.16,R12.17,R23.1,R23.2,R23.3,R23.4,R23.5,R23.6,R23.7,R23.8,R23.9,R23.10,R23.11,R23.12,R23.13,R23.14,R23.15,R23.16,R23.17,R31.1,R31.2,R31.3,R31.4,R31.5,R31.6,R31.7,R31.8,R31.9,R31.10,R31.11,R31.12,R31.13,R31.14,R31.15,R31.16,R31.17,x10,x20,x30,Cap HL,Tan HL,Cap LH,Tan LH,BD Main,BD OLTC,Bush1 cap,Bush1 tan,Bush2 cap,Bush2 tan,Bush3 cap,Bush3 tan,Surge1 loss,Surge1 leak,Surge2 loss,Surge2 leak,Surge3 loss,Surge3 leak,CO2,C2H4,C2H2,C2H6,CH4,CO,C3H6,C3H8,H2,O2,N2
89.33333333,2.166666667,1.514705882,1.115384615,122.2666667,96.09033333,75.221,9.4805,9.3722,9.2643,9.1568,9.0485,8.941,8.8328,8.7246,8.6166,8.5088,8.4006,8.2929,8.1843,8.0768,7.9687,7.8607,7.753,9.4814,9.3722,9.2647,9.157,9.0489,8.9412,8.833,8.7253,8.6167,8.5087,8.4013,8.2927,8.1848,8.0768,7.9693,7.8617,7.7541,9.4808,9.3727,9.2647,9.1576,9.079,8.9411,8.8331,8.7253,8.617,8.5093,8.4007,8.2931,8.1848,8.0779,7.9691,7.8621,7.7535,120.1,104.1,104,12.3506,0.1338,20.2423,0.2892,62.35,65.53333333,168.598,0.4112,170.447,0.4324,173.171,0.2089,23.5,0,25.3,0,24.5,0,4828,7,0,378,216,519,26,268,31,2783,82290
89.33333333,2.333333333,1.557692308,1.103321033,123.2266667,96.832,75.72933333,9.4805,9.3726,9.2646,9.1572,9.049,8.941,8.8332,8.725,8.6171,8.5091,8.401,8.2931,8.1848,8.0772,7.9693,7.8612,7.7531,9.4808,9.3726,9.2645,9.157,9.0491,8.9411,8.8329,8.725,8.617,8.5092,8.4011,8.2931,8.1847,8.0769,7.9693,7.8611,7.7531,9.4809,9.3726,9.2647,9.157,9.0489,8.9411,8.8332,8.7249,8.617,8.509,8.4009,8.2928,8.1847,8.0767,7.969,7.8608,7.7531,52.44,75.34,55.47,12.2308,0.1117,20.1173,0.3137,80.73333333,79.83333333,171.946,0.3962,171.141,0.4375,173.257,0.472,23,0,60.2,0,23.1,0,5672,7,0,311,199,631,25,221,63,2258,63558
81.83333333,2.270758123,2.225806452,1.672897196,100.0816667,78.82233333,61.81033333,9.4868,9.3783,9.2703,9.1612,9.0527,8.9444,8.8359,8.7276,8.6191,8.5107,8.4023,8.294,8.1858,8.078,7.9694,7.8609,7.7521,9.489,9.3805,9.2721,9.1642,9.0554,8.9472,8.8386,8.7303,8.6222,8.5119,8.4066,8.2979,8.1857,8.0774,7.969,7.8607,7.7523,9.4864,9.3778,9.2704,9.1612,9.0529,8.9446,8.8361,8.7278,8.6195,8.5111,8.4025,8.2941,8.1858,8.0779,7.9693,7.8624,7.7602,14.63,19.92,30.87,9.00238,0.1573,9.00241,0.1399,48.86666667,48.16666667,192.052,0.1598,191.774,0.1866,193.639,0.2495,40.6,10,35,10,46.118,10,3271,12,0,504,223,290,80,374,15,32,0
100,2,2.610169492,2.901960784,71.63356667,56.63703333,44.27326667,9.493,9.391,9.28,9.179,9.069,8.959,8.848,8.738,8.628,8.526,8.416,8.314,8.204,8.094,7.984,7.874,7.763,9.493,9.391,9.281,9.179,9.069,8.959,8.849,8.738,8.628,8.527,8.416,8.314,8.204,8.094,7.984,7.874,7.764,9.493,9.391,9.281,9.179,9.069,8.959,8.849,8.738,8.628,8.527,8.416,8.315,8.205,8.094,7.984,7.874,7.763,17.18,17.16,17.2,9.69607,0.12,16.57106,0.16,65,65,172.37,0.38,175.36,0.39,170.79,0.39,65.1,0,62.9,0,63.2,0,2401,4,0,9,18,133,,,30,2008,22601
89.33333333,1.557471264,1.292237443,1.37037037,93.40066667,73.949,58.635,9.4598,9.3544,9.2493,9.1445,9.0397,8.934,8.8293,8.724,8.6189,8.5136,8.4084,8.303,8.1979,8.0929,7.9881,7.883,7.7779,9.4595,9.3539,9.2488,9.1437,9.0388,8.9338,8.8287,7.7238,8.6187,8.5134,8.4082,8.3031,8.1979,8.0929,7.9876,7.8826,7.7776,9.4591,9.3541,9.2492,9.1447,9.0393,8.9342,8.8288,8.7238,8.6185,8.5136,8.408,8.3033,8.1979,8.0927,7.9877,7.8828,7.7796,43.05,41.31,47.04,9.97655,0.1003,23.2343,0.1334,70.23333333,60.61666667,231.64,,204.52,0.2159,206.549,0.2113,38,0,39.9,0,39.4,0,7259,8,0,85,99,202,8,46,49,1294,4219
90.26666667,1.6524,1.394736842,1.418367347,91.994,72.83733333,57.73366667,9.4589,9.3536,9.2485,9.144,9.0392,8.9339,8.8285,8.7238,8.6183,8.5131,8.4084,8.3029,8.1975,8.0927,7.9879,7.8827,7.7773,9.4589,9.3538,9.2491,9.1442,9.0394,8.9339,8.8285,8.7234,8.6189,8.5132,8.4085,8.3034,8.1975,8.0975,7.9879,7.885,7.7773,9.4595,9.3538,9.2492,9.1443,9.0389,8.9339,8.829,8.7239,8.6185,8.5132,8.408,8.3031,8.1981,8.0927,7.9879,7.8827,7.7774,52.47,53.96,51.85,10.2516,0.1265,21.9348,0.1559,75.05,62.11666667,207.394,0.1632,206.495,0.1601,206.785,0.16,38.6,0,40.7,0,36.6,0,9477,10,0,170,162,165,16,105,39,4438,5705
86.51666667,1.263033175,1.315192744,1.235294118,91.73833333,72.761,57.532,9.4593,9.3541,9.2491,9.1443,9.0391,8.9343,8.8292,8.7283,8.6189,8.5137,8.4085,8.3034,8.1981,8.093,7.9882,7.8829,7.7779,9.4593,9.354,9.2491,9.1444,9.0392,8.9349,8.829,8.7238,8.6188,8.5134,8.4086,8.3032,8.1979,8.0928,7.9878,7.8829,7.7778,9.4894,9.3541,9.2493,9.1442,9.0391,8.9342,8.829,8.7238,8.6185,8.5135,8.4081,8.3031,8.1978,8.0929,7.9881,7.8828,7.777,59.65,59.21,60.3,10.1952,0.162,21.8521,0.1983,47.78333333,62.35,203.69,0.2967,189.941,0.2267,206.383,0.3809,35.45,0,35.15,0,33,0,7097,,80,,,308,,1234,529,7242,72102
96,3,3,3,92.66666667,73.66666667,58,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,6.36334,0.1274,6.36327,0.1274,84.05,81.46666667,,,,,,,118.8,1,117.7,1,116,1,6732,32,0,206,217,741,68,139,0,3956,82538
98.125,3,3,3,92,73,57.66666667,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,10,0.01,20,0.01,50.21666667,65.3,200,0.01,200,0.01,200,0.01,40,0,40,0,40,0,8478,10,0,180,176,382,33,108,37,1588,82639
94.51666667,3,3,3,92,73,57.66666667,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,10,0.01,20,0.01,60,60,200,0.01,200,0.01,200,0.01,40,0,40,0,40,0,9121,11,0,202,197,375,62,125,128,237,89898
89.05,1.735099338,1.392523364,1.879310345,92.14766667,73.198,57.9,9.4774,9.3636,9.2583,9.1528,9.0474,8.9422,8.8373,8.7316,8.6263,8.521,8.4157,8.3105,8.2052,8.0999,7.9948,7.8894,7.7839,9.4695,9.3641,9.2584,9.1566,9.0477,8.9438,8.837,8.7316,8.6269,8.521,8.4159,8.3105,8.2052,8.1,7.9946,7.8893,7.7839,9.4685,9.3632,9.258,9.1526,9.0474,8.942,8.8367,8.7314,8.626,8.5208,8.4156,8.3103,8.205,8.0997,7.9944,7.8892,7.7838,33.78,37.05,32.03,10.0657,0.1051,20.0528,0.1261,49.56666667,86.6,204.585,0.3302,206.73,0.3376,204.771,0.338,51.3,10,58.8,10,55.8,10,8350,10,0,98,158,286,58,0,58,2803,74468
89.33333333,1.636863824,1.653225806,1.26744186,91.18566667,72.26766667,57.21533333,9.46,9.3542,9.2498,9.1447,9.0396,8.9344,8.8295,8.724,8.6194,8.5138,8.4089,8.3038,8.1985,8.0935,7.9881,7.883,7.778,9.4601,9.3549,9.2499,9.1447,9.0399,8.9348,8.8296,8.7242,8.619,8.5141,8.409,8.3037,8.1981,8.0935,7.9883,7.8834,7.778,9.4621,9.3566,9.2517,9.1463,9.0412,8.9364,8.8317,8.7262,8.6205,8.5161,8.4103,8.3054,8.2002,8.0952,7.9904,7.8847,7.7795,97.83,95.32,92.31,10.405,0.1419,22.2032,0.1825,61.1,70.45,227.442,0.3153,228.345,0.2262,227.751,0.3272,25.5,0,85.2,0,86.4,0,6078,15,0,125,142,332,31,82,0,9872,87865
80.75,1.101010101,1.060526316,1.112903226,91.92066667,72.79433333,57.70766667,9.4593,9.3541,9.2489,9.1447,9.0395,8.9344,8.829,8.7235,8.6191,8.5135,8.4085,8.3035,8.1985,8.0931,7.988,7.8829,7.7779,9.4597,9.3545,9.2494,9.1448,9.0394,8.9345,8.8288,8.7237,8.6187,8.5135,8.4081,8.3033,8.1982,8.0828,7.9882,7.8828,7.7777,9.4594,9.3546,9.249,9.144,9.0397,8.9345,8.8294,8.724,8.6186,8.5231,8.4082,8.3031,8.1983,8.0932,7.9883,7.8831,7.7776,69.64,70.76,68.79,10.4319,0.2047,23.5241,0.2649,35.55,39.31666667,227.891,0.1366,228.929,0.181,228.878,0.204,68.5,0,77.7,0,75.7,0,11485,54,0,48,70,490,43,42,0,6704,80388
89.33333333,3.120879121,1.797687861,2.658823529,100.7933333,78.44033333,60.73233333,9.4801,9.3721,9.265,9.1572,9.0491,8.9409,8.8325,8.7247,8.6165,8.509,8.4012,8.2932,8.185,8.0771,7.9692,7.8614,7.7536,9.4801,9.3719,9.2638,9.1559,9.0484,8.9404,8.8318,8.724,8.6166,8.5083,8.4006,8.2926,8.1848,8.0769,7.969,7.8611,7.7531,9.4804,9.3727,9.2643,9.1568,9.049,8.9406,8.833,8.7251,8.6168,8.5087,8.401,8.2931,8.1832,8.0777,7.9694,7.8651,7.7532,52.51,58.29,56.21,10.3369,0.1396,18.5255,0.1872,79.68333333,82.05,,,,,,,63.4,0,62.6,0,62.9,0,6470,28,0,541,257,284,50,338,37,7930,96447
88.66666667,1.310679612,1.27,1.246231156,87.61966667,69.865,56.44133333,9.4701,9.3633,9.2566,9.1504,9.0436,8.9371,8.8305,8.7236,8.617,8.5101,8.4035,8.2967,8.1901,8.0834,7.9769,7.8702,7.7634,9.4698,9.3632,9.257,9.1504,9.0441,8.9373,8.8306,8.7238,8.6171,8.5105,8.4034,8.2968,8.1899,8.0836,7.977,7.87,7.7636,9.4702,9.3632,9.2566,9.1504,9.0436,8.937,8.8304,8.7235,8.6168,8.5104,8.4035,8.2967,8.19,8.0832,7.9768,7.8699,7.7635,23.96,23.2,25.36,7.6354,0.4787,15.6869,0.781,77.38333333,88.88333333,264.241,0.1494,260.919,0.4071,261.032,0.4564,104,0,33.8,0,24.3,0,8600,17,0,448,253,330,37,290,0,1068,66891
100,2,2.610169492,2.901960784,71.63356667,56.63703333,44.27326667,9.493,9.391,9.28,9.179,9.069,8.959,8.848,8.738,8.628,8.526,8.416,8.314,8.204,8.094,7.984,7.874,7.763,9.493,9.391,9.281,9.179,9.069,8.959,8.849,8.738,8.628,8.527,8.416,8.314,8.204,8.094,7.984,7.874,7.764,9.493,9.391,9.281,9.179,9.069,8.959,8.849,8.738,8.628,8.527,8.416,8.315,8.205,8.094,7.984,7.874,7.763,17.18,17.16,17.2,9.69607,0.12,16.57106,0.16,65,65,172.37,0.38,175.36,0.39,170.79,0.39,65.1,0,62.9,0,63.2,0,1643,12,0,233,132,336,33,199,20,586,70726
91.2,2.083333333,1.464285714,2,97.905,76.17733333,58.8,9.4783,9.3706,9.2632,9.1561,9.0486,8.9409,8.8333,8.7256,8.6183,8.5105,8.4029,8.2954,8.1878,8.0803,7.9729,7.8652,7.7577,9.4782,9.3706,9.2633,9.156,9.0485,8.9409,8.8334,8.7257,8.6182,8.5107,8.403,8.2953,8.1876,8.0803,7.9728,7.8652,7.7577,9.4782,9.3706,9.2632,9.1559,9.0484,8.9408,8.8333,8.7255,8.6182,8.5106,8.4029,8.2952,8.1875,8.0802,7.9727,7.8651,7.7576,15.57,15.55,16.05,12.3351,0.1017,22.294,0.1868,80.31666667,96.8,257.754,0.2411,260.192,0.2263,260.591,0.2314,43.8,0,44.2,0,43.3,0,2271,8,0,24,20,143,42,30,0,1236,3481
91.2,2.02020202,1.803607214,1.305970149,98.419,76.61333333,59.14433333,9.4779,9.3708,9.2626,9.1561,9.0479,8.9406,8.833,8.7252,8.6182,8.5104,8.4024,8.2954,8.1876,8.0803,7.9728,7.8644,7.7578,9.4782,9.3705,9.2629,9.1557,9.0483,8.9408,8.8334,8.7256,8.6179,8.5105,8.4029,8.295,8.1875,8.0801,7.9727,7.8649,7.7574,9.4784,9.3705,9.263,9.1557,9.0486,8.9406,8.833,8.7253,8.6183,8.5104,8.4028,8.2952,8.1875,8.0801,7.9724,7.865,7.7574,61.73,61.65,61.13,12.0962,0.1074,22.3899,0.2862,88.88333333,64.65,256.225,0.1099,259.146,0.1017,261.6,0.1093,40.8,0,40.9,0,40.8,0,2584,9,17,60,66,42,49,55,0,9170,4126
88.39166667,2.285714286,1.887159533,1.798165138,98.15433333,76.397,58.96133333,9.4775,9.3697,9.2631,9.1551,9.0482,8.94,8.8337,8.726,8.6188,8.5113,8.4028,8.2958,8.1882,8.0805,7.9722,7.8653,7.7572,9.501,9.3927,9.2825,9.1777,9.0685,8.9646,8.8468,8.7446,8.6357,8.5575,8.4502,8.3377,8.2342,8.1255,8.0012,7.8977,7.7921,9.4786,9.3716,9.2631,9.1563,9.0478,8.9411,8.8336,8.726,8.6174,8.5099,8.4021,8.2956,8.1869,8.0795,7.9723,7.8646,7.7569,19.48,20.16,19.38,12.1882,0.1104,21.9216,0.3491,74.95,56.31666667,261.333,0.1158,259.659,0.1068,261.371,0.1088,40.56,0,40.49,0,38.84,0,1535,13,16,226,82,31,48,156,14,3620,5382
89.33333333,1.514423077,1.294820717,1.475409836,95.97533333,75.469,58.94533333,9.4953,9.3859,9.2777,9.1694,9.0609,8.952,8.8438,8.7344,8.626,8.5177,8.4092,8.3003,8.1916,8.0839,7.9753,7.8664,7.7576,9.4859,9.3834,9.2866,9.1692,9.0552,8.9497,8.836,8.7316,8.619,8.5131,8.4761,8.2931,8.1837,8.0752,7.9666,7.8579,7.7496,9.4861,9.3774,9.2912,9.1609,9.0678,8.945,8.8351,8.7265,8.6182,8.5102,8.4034,8.2946,8.1906,8.0752,7.967,7.8583,7.754,25.45,29.82,32.15,10.3932,0.0872,24.206,0.121,68.96666667,62.36666667,196.748,0.2546,198.98,0.1033,196.313,0.2767,50.2,0,53.8,0,49.3,0,4677,18,0,0,10,398,16,0,0,10085,76953
92.8,2.25,1.43852459,1.415662651,95.45666667,74.94966667,58.54933333,9.4905,9.3819,9.2768,9.1684,9.0572,8.9494,8.8401,8.7316,8.6253,8.5178,8.4055,8.2974,8.1882,8.081,7.9729,7.8649,7.7552,9.4861,9.3772,9.2688,9.1606,9.052,8.9437,8.8349,8.7263,8.6178,8.5094,8.4009,8.2919,8.1836,8.0752,7.9664,7.8582,7.7495,9.5006,9.3915,9.2833,9.1762,9.0655,8.9573,8.8489,8.7371,8.6308,8.524,8.415,8.3067,8.1986,8.0888,7.9804,7.8727,7.7653,85.52,89.69,94.44,10.3455,0.0954,22.5369,0.1049,76.21666667,76.58333333,190.05,0.297,196.616,0.2894,198.881,0.2985,49.9,0,52.2,0,48.5,0,4152,8,0,8,33,194,16,15,0,6491,40551
92.8,1.394736842,1.325268817,1.666666667,95.37733333,74.89666667,58.509,9.4953,9.3866,9.2779,9.1691,9.0604,8.9516,8.8429,8.7342,8.6254,8.5167,8.408,8.2993,8.1905,8.0818,7.9731,7.8643,7.7556,9.4951,9.3865,9.2777,9.169,9.0603,8.9515,8.8427,8.734,8.6253,8.5165,8.4079,8.2991,8.1904,8.0817,7.9729,7.8642,7.7555,9.4951,9.3864,9.2777,9.169,9.0602,8.9514,8.8427,8.734,8.6253,8.5166,8.4079,8.2992,8.1905,8.0818,7.9731,7.8644,7.7557,50.48,24.35,25.08,10.5952,0.1217,21.9529,0.1315,74.4,77.35,205.338,0.2446,205.535,0.2185,160.293,0.4293,48.7,10,51.3,10,75.3,10,5192,9,0,8,25,229,16,0,0,2988,44530
91.06666667,1.031007752,1.243027888,1.483870968,92.838,75.111,58.67733333,9.4954,9.3866,9.2779,9.1692,9.0604,8.9517,8.8428,8.7341,8.6254,8.5167,8.408,8.2992,8.1905,8.0818,7.9731,7.8644,7.7556,9.5023,9.3936,9.2849,9.1762,9.0675,8.9587,8.85,8.7413,8.6326,8.5239,8.41521,8.3065,8.1977,8.0891,7.9804,7.8716,7.763,9.4952,9.3864,9.2777,9.169,9.0603,8.9514,8.8427,8.734,8.6252,8.5165,8.4078,8.2991,8.1904,8.0816,7.9729,7.8642,7.7555,61.53,58.05,59.82,10.4767,0.1348,,,66.03333333,86.6,204.342,0.2604,203.345,0.0064,204.721,0.2496,60.6,10,61.8,10,58.2,10,8539,8,0,24,53,269,23,0,21,4523,58017
100,2,2.610169492,2.901960784,71.63356667,56.63703333,44.27326667,9.493,9.391,9.28,9.179,9.069,8.959,8.848,8.738,8.628,8.526,8.416,8.314,8.204,8.094,7.984,7.874,7.763,9.493,9.391,9.281,9.179,9.069,8.959,8.849,8.738,8.628,8.527,8.416,8.314,8.204,8.094,7.984,7.874,7.764,9.493,9.391,9.281,9.179,9.069,8.959,8.849,8.738,8.628,8.527,8.416,8.315,8.205,8.094,7.984,7.874,7.763,17.18,17.16,17.2,9.69607,0.12,16.57106,0.16,65,65,172.37,0.38,175.36,0.39,170.79,0.39,65.1,0,62.9,0,63.2,0,8960,9,0,7,27,69,31,0,0,2332,2653
85.58333333,1.552763819,1.491150442,1.395833333,95.19966667,74.733,58.35433333,9.478,9.3691,9.2609,9.1541,9.0449,8.9362,8.8277,8.7197,8.6106,8.5019,8.393,8.2842,8.1764,8.0679,7.9588,7.8512,7.7419,9.4791,9.3707,9.262,9.1529,9.0442,8.9368,8.8227,8.7184,8.6102,8.5021,8.394,8.2834,8.1766,8.0672,7.9593,7.8312,7.7421,9.4854,9.3765,9.2686,9.1611,9.0528,8.9428,8.8346,8.727,8.6178,8.5093,8.4,8.2921,8.1837,8.0745,7.9672,7.8575,7.7498,65.68,90.67,78.25,10.5205,0.1094,22.378,0.153,55.78333333,52.56666667,202.704,0.1636,203.073,0.1279,204.785,0.1314,39.7,0,39.8,0,37.1,0,3349,5,0,3,16,243,0,0,0,19726,4959
83.84166667,2.476190476,2.016666667,1.473684211,101.6366667,78.81866667,60.71,9.4864,9.3774,9.2691,9.1609,9.0523,8.9436,8.8354,8.7263,8.6176,8.5094,8.4006,8.2922,8.1832,8.0751,7.9665,7.8582,7.7495,9.4657,9.3774,9.2688,9.1605,9.052,8.9439,8.8349,8.7267,8.6178,8.5095,8.4006,8.2921,8.1833,8.0751,7.9664,7.8582,7.7492,9.4861,9.3776,9.269,9.1606,9.0521,8.9438,8.8352,8.7264,8.6179,8.5096,8.401,8.2922,8.1834,8.0751,7.9667,7.858,7.7495,36.34,49.05,47.16,10.5733,0.2053,19.9752,0.2181,49.7,50.25,196.827,0.1678,194.465,0.1454,191.893,1.2937,119.7,0,114.7,0,122,0,8954,7,0,299,143,313,32,210,15,12540,5435
83.58333333,2.082191781,1.517684887,1.631944444,101.1566667,78.428,60.37,9.486,9.3769,9.2687,9.1603,9.0521,8.9437,8.835,8.7261,8.618,8.5093,8.4007,8.2922,8.1833,8.0748,7.9667,7.8578,7.7492,9.4863,9.3773,9.2687,9.1609,9.052,8.9435,8.8352,8.7267,8.6178,8.5095,8.4008,8.2921,8.1837,8.075,7.9668,7.858,7.7492,9.4863,9.3778,9.269,9.1607,9.0525,8.9437,8.8351,8.7264,8.618,8.5096,8.4008,8.2922,8.1833,8.0751,7.9667,7.8578,7.7496,23.09,25.04,38.41,10.6617,0.1183,20.0036,0.2324,80.18333333,42.35,171.355,0.4279,169.989,0.3967,171.907,0.4236,102.9,0,104,0,109.8,0,10865,10,0,416,217,319,37,293,16,6188,5309
80.53333333,1.369883041,1.149553571,1.255639098,88.71883333,69.67856667,55.35333333,9.4711,9.3631,9.2553,9.1476,9.0398,8.9317,8.8236,8.7155,8.6075,8.4996,8.3916,8.2834,8.1753,8.0676,7.9596,7.8316,7.7437,9.4715,9.3633,9.2553,9.1478,9.0398,8.9316,8.8237,8.7156,8.6079,8.4998,8.3918,8.2835,8.1755,8.0678,7.9599,7.8518,7.744,9.4714,9.3632,9.2553,9.1478,9.0398,8.9316,8.8237,8.7156,8.6077,8.4996,8.3918,8.2836,8.1754,8.0676,7.9598,7.8517,7.7437,15.75,15.93,15.97,9.6129,0.2068,18.6266,0.1899,66.81666667,69.475,175.998,0.3124,173.041,0.1825,174.96,0.2715,63.6,0,150.6,0,99.7,0,11285,56,0,305,177,440,59,122,241,2266,74838
91.05833333,1.283819629,2,1.416289593,91.761,72.06766667,50.50433333,9.4717,9.3633,9.2558,9.1478,9.0399,8.9321,8.824,8.7159,8.6081,8.4999,8.3919,8.2839,8.1737,8.0679,7.9601,7.8521,7.7439,9.4709,9.3632,9.2558,9.1777,9.0399,8.9321,8.8241,8.7158,8.6081,8.4998,8.3918,8.2838,8.1759,8.068,7.96,7.8521,7.744,9.4716,9.3638,9.2559,9.148,9.0399,8.9321,8.8243,8.7161,8.608,8.5002,8.3921,8.2837,8.1757,8.068,7.9602,7.8521,7.7439,23.66,26.41,22.22,9.55089,0.1833,18.1065,0.3064,54.5,69.23333333,175.549,0.215,172.84,0.1811,175.077,0.2378,79.3,0,41.6,0,46.7,0,7550,13,0,103,85,436,21,62,328,1971,57295
87.45,1.90625,1.436781609,1.479041916,98.558,76.67266667,59.269,9.4871,9.3794,9.2717,9.1641,9.0563,8.9485,8.8408,8.733,8.6213,8.5177,8.4099,8.3022,8.1944,8.0864,7.979,7.8713,7.7636,9.472,9.3643,9.2566,9.1489,9.0411,8.9334,8.8256,8.7178,8.6102,8.5177,8.41,8.3022,8.1945,8.0868,7.979,7.8713,7.7636,9.4875,9.3798,9.2721,9.1643,9.0566,8.9488,8.8411,8.7333,8.6256,8.5179,8.4101,8.3024,8.1946,8.0869,7.9792,7.8715,7.7638,37.59,37.35,37.15,12.499,0.1646,22.3923,0.3743,56.48333333,57.75,242.836,0.1741,258.734,0.1093,256.283,0.1063,49.6,0,51.5,0,51.2,0,403,3,0,17,16,119,16,21,0,1056,12387
94.66666667,1.881188119,1.35,1.635135135,97.99933333,76.33433333,58.90533333,9.4792,9.3714,9.264,9.1566,9.0489,8.9417,8.8339,8.7261,8.6189,8.5111,8.4035,8.2957,8.188,8.0805,7.9734,7.8656,7.7581,9.4789,9.371,9.2637,9.1565,9.049,8.9413,8.8337,8.7261,8.6187,8.5109,8.4036,8.2958,8.1879,8.0807,7.9731,7.8657,7.7581,9.4786,9.3714,9.2633,9.1556,9.0488,8.9406,8.8333,8.726,8.6184,8.5107,8.4033,8.2957,8.1873,8.0806,7.9725,7.8653,7.7574,27.16,27.71,28.02,12.6858,0.1452,22.8733,0.275,77.38333333,82.9,257.435,0.2209,261.228,0.2106,253.988,0.1897,32,0,33,0,34.5,0,1383,4,0,19,16,142,29,26,0,16564,69176
89.33333333,2.30964467,1.697674419,1.859375,98.02833333,76.10833333,58.87733333,9.4816,9.374,9.2667,9.1586,9.051,8.9435,8.8357,8.728,8.6204,8.5127,8.405,8.2973,8.1897,8.0817,7.9742,7.8666,7.7585,9.4823,9.3748,9.2674,9.1592,9.0515,8.9436,8.8359,8.7281,8.6203,8.5129,8.4052,8.2975,8.1897,8.0824,7.9744,7.8666,7.759,9.4814,9.3735,9.2661,9.1581,9.0508,8.9427,8.8355,8.728,8.6203,8.5126,8.4048,8.2969,8.1896,8.0814,7.9741,7.8666,7.7588,30.7,29.85,29.01,12.4842,0.1288,21.9123,0.201,66.38333333,96.16666667,257.074,0.2186,258.017,0.2284,,,80.7,0,82.2,0,79.6,0,1300,7,0,195,86,23,33,142,0,2040,77598
100,3,3,3,,,,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,5.9297,0.1433,5.9297,0.14131,68.98333333,79.66666667,178.324,0.3744,177.655,0.3874,176.617,0.3563,36.9,10,36,10,36,10,1398,7,0,184,85,31,33,138,0,2238,85957
93.86666667,1.688622754,1.528688525,1.631116688,98.338,76.52633333,59.04466667,9.4783,9.3704,9.2632,9.1561,9.0485,8.9409,8.8332,8.7256,8.6181,8.5103,8.4029,8.2951,8.1875,8.0802,7.9726,7.8651,7.7574,9.4782,9.3706,9.2631,9.1559,9.0485,8.9408,8.8331,8.7256,8.6181,8.5106,8.4029,8.2952,8.1875,8.0801,7.9727,7.8682,7.7575,9.4788,9.3708,9.2634,9.1563,9.0486,8.9411,8.8336,8.7261,8.6186,8.5109,8.4033,8.2954,8.188,8.0804,7.9729,7.8655,7.7578,22.34,22.04,22.53,12.4878,0.1248,22.1003,0.2255,82.83333333,61.48333333,260.859,0.3487,,,258.458,0.2054,73.1,0,77.3,0,78.2,0,2820,5,0,205,82,40,48,166,0,1701,4114
